id;n3;n2;n4;n117;id_localisation
3533;0912283M;Privé enseignement supérieur;ASCENCIA Business School - Evry;;548
3534;0912287S;Public;Antenne - Institut Universitaire de Technologie Juvisy sur Orge - Université d'Evry Val d'Essonne;;1267
3535;0912341A;Public;CentraleSupélec;;922
3536;0912364A;Public;Lycée polyvalent Nikola Tesla;;62
3537;0912408Y;Public;Université Paris-Saclay;;485
3538;0912409Z;Public;Ecole Universitaire de premier cycle - Campus d'Orsay Université Paris-Saclay;;706
3539;0912411B;Public;Ecole Universitaire de premier cycle - Université Paris-Saclay;;706
3540;0912412C;Public;Ecole Universitaire de premier cycle - Campus de Sceaux Université Paris-Saclay;;1006
3541;0912413D;Public;Ecole Universitaire de premier cycle - Campus de Guyancourt, Versailles Saint Quentin en Yvelines, Université Paris-Saclay;;892
3542;0912414E;Public;Ecole Universitaire de premier cycle - Campus d'Evry Université Paris-Saclay;;548
3543;0912415F;Public;Université Paris-Saclay - Campus de Versailles;;1053
3544;0912417H;Public;Université Paris-Saclay, Campus d’Evry;;548
3545;0912418J;Public;Université Paris-Saclay, Campus d'Orsay;;706
3546;0912433A;Public;Lycée International-Palaiseau-Paris-Saclay;;485
3547;0920130S;Public;Lycée Descartes;;670
3548;0920134W;Public;Lycée Jacques Prevert;;588
3549;0920135X;Public;Lycée E. Mounier;;704
3550;0920136Y;Public;Lycée Newton-Enrea;;4
3551;0920137Z;Public;Lycée Guy De Maupassant;;1073
3552;0920138A;Public;Lycée Paul Lapie;;593
3553;0920141D;Public;Lycée Joliot-Curie;;731
3554;0920142E;Public;Lycée Louis Pasteur;;972
3555;0920143F;Public;Lycée de La Folie Saint-James;;972
3556;0920144G;Public;Lycée Agora;;437
3557;0920145H;Public;Lycée Lakanal;;1006
3558;0920146J;Public;Lycée Marie Curie;;1006
3559;0920147K;Public;Lycée Paul Langevin;;641
3560;0920149M;Public;Lycée Michelet;;647
3561;0920150N;Public;Lycée polyvalent De Prony;;910
3562;0920158X;Public;Lycée professionnel La Tournelle;;592
3563;0920163C;Public;Lycée professionnel Louis Girard;;879
3564;0920170K;Public;Lycée professionnel Florian;;1006
3565;0920680P;Public;Lycée professionnel Leonard De Vinci;;798
3566;0920799U;Public;Lycée Richelieu;;690
3567;0920801W;Public;Lycée Alexandre Dumas;;26
3568;0920802X;Public;Lycée Jean-Pierre Vernant;;985
3569;0920875B;Privé sous contrat d'association;Lycée Sainte-Marie de Neuilly;;972
3570;0920894X;Privé sous contrat d'association;Lycée St Gabriel;;798
3571;0920897A;Privé sous contrat d'association;Lycée Notre Dame;;588
3572;0920904H;Privé sous contrat d'association;Lycée Sainte Marie;;670
3573;0920919Z;Privé sous contrat d'association;Lycée Notre Dame de Ste Croix;;972
3574;0920928J;Privé sous contrat d'association;Lycée La Salle Passy Buzenval;;690
3575;0920956P;Public;I.U.T de Ville d'Avray;;354
3576;0921156G;Public;Lycée Galilée;;175
3577;0921166T;Public;Lycée polyvalent Missak et Mélinée Manouchian;;704
3578;0921204J;Public;Université Paris Nanterre;;731
3579;0921229L;Public;Lycée LPO Anatole FRANCE;;1073
3580;0921230M;Public;Lycée Leonard De Vinci;;669
3581;0921245D;Public;IUT de Sceaux-Ecole universitaire de premier cycle-Université Paris-Saclay.;;1006
3582;0921365J;Privé sous contrat d'association;Lycée Madeleine Daniélou;;690
3583;0921399W;Public;Lycée Maurice Genevoix;;652
3584;0921484N;Privé sous contrat d'association;Lycée Montalembert;;593
3585;0921592F;Public;Lycée professionnel Les Cotes De Villebon;;612
3586;0921594H;Public;Lycée Georges Pompidou/Michel Ange;;1132
3587;0921595J;Public;Lycée professionnel Daniel Balavoine;;219
3588;0921619K;Public;Centre de Ressources, d'Expertise et de Performance Sportive d'Ile de France (CREPS);;704
3589;0921625S;Public;Lycée professionnel Paul Painleve;;593
3590;0921626T;Public;Lycée professionnel Claude Chappe;;731
3591;0921935D;Public;EREA Toulouse Lautrec;;572
3592;0921979B;Privé sous contrat d'association;IFSI de l'Inst Hosp Franco-Britannique;;437
3593;0921980C;Public;IFSI C.A.S.H. de Nanterre;;731
3594;0921981D;Privé sous contrat d'association;IFSI de l'Hôpital Foch;;641
3595;0921982E;Public;IFSI Hôpital Stell;;690
3596;0921983F;Public;IFSI Ambroise Paré (AP-HP);;588
3597;0921984G;Public;IFSI Beaujon René Auffray (AP-HP);;4
3598;0921986J;Public;IFSI Antoine Beclere (AP-HP);;28
3599;0921987K;Public;IFSI Raymond Poincaré (AP-HP);;139
3600;0921988L;Public;IFSI Louis Mourier (AP-HP);;1073
3601;0922007G;Privé enseignement supérieur;EDC Paris Business School;;437
3602;0922116A;Privé sous contrat d'association;Institut de travail social et de recherches sociales - Montrouge;;652
3603;0922149L;Public;Lycée Auffray;;4
3604;0922252Y;Public;CY Cergy Paris Université - INSPÉ de l’académie de Versailles;;670
3605;0922276Z;Public;Lycée Santos Dumont;;26
3606;0922277A;Public;Lycée Charles Petiet;;1132
3607;0922296W;Privé enseignement supérieur;Strate - Ecole de design;;985
3608;0922369A;Privé enseignement supérieur;EMLV - École de Management Léonard De Vinci;;593
3609;0922398G;Public;Lycée Gustave Eiffel;;690
3610;0922427N;Public;Lycée Claude Garamont;;1073
3611;0922443F;Public;Lycée Etienne-Jules Marey;;588
3612;0922455U;Privé enseignement supérieur;CESI Ecole d’Ingénieurs;;731
3613;0922464D;Public;Lycée polyvalent Louise Michel;;731
3614;0922472M;Public;Université Paris Nanterre - Ville-d'Avray;;354
3615;0922563L;Privé enseignement supérieur;ESILV - Paris la Défense;;593
3616;0922573X;Public;I.U.T de Ville d'Avray - Antenne de Saint-Cloud;;26
3617;0922593U;Privé enseignement supérieur;ESSCA School of Management - Paris;;588
3618;0922653J;Privé sous contrat d'association;Lycée DES METIERS LA SALLE ST NICOLAS;;3
3619;0922663V;Privé enseignement supérieur;IESEG School of Management - Paris La Défense;;731
3620;0922671D;Public;I.U.T de Ville d'Avray - Antenne de Nanterre;;731
3621;0922707T;Privé enseignement supérieur;Faculté de Droit campus Issy-les-Moulineaux – Institut Catholique de Lille;;3
3622;0922728R;Privé sous contrat d'association;CENTRE DE FORMATION L'HORIZON;;879
3623;0922761B;Public;CY Cergy Paris Université - Antenne de l'IEG de Gennevilliers;;175
3624;0922818N;Privé hors contrat;Ascencia Business School - Paris-la-Défense;;437
3625;0922846U;Privé enseignement supérieur;ICN Business School;;437
3626;0922918X;Privé enseignement supérieur;IDRAC Business School - Campus de PARIS;;593
3627;0922973G;Privé enseignement supérieur;Ecole de management de Normandie - Campus de Paris Clichy;;4
3628;0923009W;Privé enseignement supérieur;ESCE Courbevoie;;593
3629;0923011Y;Privé enseignement supérieur;INSEEC Paris;;593
3630;0923028S;Privé enseignement supérieur;ISEN YNCREA OUEST;;670
3631;0923088G;Privé hors contrat;Ecole Supérieure de Gestion et Finance;;593
3632;0930116W;Public;Lycée Henri Wallon;;228
3633;0930117X;Public;Lycée Le Corbusier;;228
3634;0930118Y;Public;Lycée Jean Renoir;;1165
3635;0930119Z;Public;Lycée Eugène Delacroix;;157
3636;0930120A;Public;Lycée Jacques Feyder;;317
3637;0930121B;Public;Lycée Jean Jaurès;;137
3638;0930122C;Public;Lycée CONDORCET;;137
3639;0930123D;Public;Lycée Olympe De Gouges;;574
3640;0930125F;Public;Lycée Paul Eluard;;978
3641;0930126G;Public;Lycée Auguste Blanqui;;1284
3642;0930127H;Public;Lycée Clemenceau;;279
3643;0930129K;Public;Lycée professionnel Madeleine Vionnet;;1165
3644;0930133P;Public;Lycée professionnel Mixte THEODORE MONOD;;574
3645;0930135S;Public;Lycée professionnel Simone Weil;;660
3646;0930830X;Public;Lycée Albert Schweitzer;;1068
3647;0930833A;Public;Lycée Jean Zay;;1021
3648;0930834B;Public;Lycée Voillaume;;1021
3649;0930863H;Public;Maison d'éducation de la Légion d'honneur;;978
3650;0930933J;Privé sous contrat d'association;Lycée Assomption;;1165
3651;0930974D;Privé sous contrat d'association;Lycée St Louis Blanche De Castille;;279
3652;0931002J;Public;I.U.T de Saint-Denis - Université Paris 13;;978
3653;0931024H;Public;Lycée professionnel Jean-Pierre Timbaud;;228
3654;0931026K;Privé sous contrat d'association;Lycée Protectorat Saint Joseph;;1021
3655;0931193S;Public;Lycée professionnel Helene Boucher;;857
3656;0931198X;Public;Lycée professionnel Alfred Costes;;895
3657;0931235M;Public;I.U.T de Villetaneuse - Université Sorbonne Paris Nord;;318
3658;0931238R;Public;Université Sorbonne Paris Nord;;318
3659;0931272C;Public;Lycée GUSTAVE EIFFEL;;384
3660;0931391G;Public;Université Sorbonne Paris Nord - Antenne de Bobigny;;895
3661;0931430Z;Public;Lycée Jacques Brel;;1173
3662;0931565W;Public;Lycée Flora Tristan;;385
3663;0931584S;Public;Lycée Jean Rostand;;411
3664;0931585T;Public;Lycée Andre Boulloche;;944
3665;0931613Y;Public;Lycée Louise Michel;;895
3666;0931779D;Public;Lycée des Métiers de l'horticulture et du paysage;;137
3667;0931796X;Privé sous contrat d'association;Lycée ORT DANIEL MAYER;;137
3668;0931797Y;Privé sous contrat d'association;Lycée Jean-Baptiste de La Salle;;978
3669;0931799A;Privé sous contrat d'association;Lycée Fenelon;;1079
3670;0931800B;Privé sous contrat d'association;IFSI Louise Couve;;228
3671;0931806H;Public;IFSI CH de Saint-Denis;;978
3672;0931809L;Public;IFSI Avicenne - Jean Verdier (AP-HP);;895
3673;0931810M;Public;IFSI CH Robert Ballanger;;1021
3674;0931827F;Public;Université Paris 8;;978
3675;0932014J;Privé sous contrat d'association;CERPE;;228
3676;0932019P;Public;ESIEE Paris;;385
3677;0932026X;Public;Lycée Alfred Nobel;;916
3678;0932030B;Public;Lycée Maurice Utrillo;;45
3679;0932031C;Public;Lycée Charles De Gaulle;;573
3680;0932046U;Public;Lycée Leonard De Vinci;;857
3681;0932047V;Public;Lycée Evariste Galois;;385
3682;0932059H;Public;Sup Galilée Paris;;318
3683;0932074Z;Public;Lycée Marcel Cachin;;1284
3684;0932086M;Public;I.U.T de Tremblay-en-France - Paris 8;;857
3685;0932116V;Public;Lycée Eugenie Cotton;;137
3686;0932120Z;Public;Lycée Henri Sellier;;944
3687;0932121A;Public;Lycée Suger;;978
3688;0932123C;Public;Lycée Sabatier;;895
3689;0932126F;Public;Lycée Francois Rabelais;;871
3690;0932214B;Public;I.U.T. de Montreuil;;137
3691;0932221J;Public;Lycée Blaise Pascal;;279
3692;0932268K;Public;Institut National du Patrimoine (département des restaurateurs);;228
3693;0932270M;Public;I.U.T. de Bobigny - Université Sorbonne Paris Nord, Paris XIII (93);;895
3694;0932282A;Public;Lycée Leo Lagrange;;1165
3695;0932291K;Public;Lycée Nicolas-Joseph Cugnot;;937
3696;0932319R;Privé sous contrat d'association;CEMEA ILE-DE-FRANCE-CFPES;;228
3697;0932323V;Public;IFSI Institut de Formation Interhospitalier Théodore Simon;;937
3698;0932324W;Public;IFSI EPS Ville Evrard;;937
3699;0932326Y;Public;I.U.T de Saint-Denis - Antenne de La Plaine - Université Paris 13;;978
3700;0932616N;Privé hors contrat;Ecole danhier de pédicurie-podologie;;1284
3701;0932618R;Privé sous contrat d'association;LYCEE TECHNOLOGIQUE PRIVE ROBERT SCHUMAN;;871
3702;0932667U;Public;Lycée polyvalent Rosa Parks;;978
3703;0932755P;Privé sous contrat d'association;Institut de Travail Social et de Recherche Sociale Neuilly-sur-Marne;;937
3704;0932857A;Privé enseignement supérieur;AUDENCIA - SAINT-OUEN;;1284
3705;0932858B;Privé hors contrat;éklore-ed – CFA St Denis – CCI Pau Béarn;;978
3706;0940113M;Public;Lycée Langevin-Wallon;;824
3707;0940114N;Public;Lycée Antoine de Saint Exupery;;1160
3708;0940116R;Public;Lycée Eugene Delacroix;;462
3709;0940118T;Public;Lycée Louis Armand;;291
3710;0940119U;Public;Lycée Paul Doumer;;332
3711;0940120V;Public;Lycée Marcelin Berthelot;;1058
3712;0940121W;Public;Lycée D'Arsonval;;1058
3713;0940122X;Public;Lycée Condorcet;;1058
3714;0940123Y;Public;Lycée Guillaume Apollinaire;;872
3715;0940124Z;Public;Lycée Hector Berlioz;;231
3716;0940126B;Public;Lycée Maximilien Perret (Batiment);;177
3717;0940129E;Public;Lycée Jean Mace;;569
3718;0940137N;Public;LP Lycée des métiers La Source;;291
3719;0940138P;Public;Lycée professionnel Armand Guillaumin;;287
3720;0940141T;Public;Lycée professionnel Jacques Brel;;58
3721;0940143V;Public;Lycée professionnel Jean Moulin;;231
3722;0940580V;Public;Lycée polyvalent de Cachan;;1244
3723;0940585A;Public;Lycée Francois Mansart;;1058
3724;0940608A;Public;École nationale vétérinaire d’Alfort;;462
3725;0940609B;Public;IUT de Cachan Université Paris-Saclay;;1244
3726;0940742W;Public;Lycée Guillaume Budé;;1123
3727;0940743X;Public;Lycée polyvalent Marianne (Ex-Lycée Georges Brassens);;1162
3728;0940821G;Privé sous contrat d'association;Lycée Gregor Mendel;;231
3729;0940822H;Privé sous contrat d'association;Lycée Claude-Nicolas LEDOUX / EBTP;;231
3730;0940878U;Privé sous contrat d'association;Lycée Teilhard De Chardin;;1058
3731;0941018W;Public;Lycée Edouard Branly;;1160
3732;0941111X;Public;Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12);;1160
3733;0941232D;Public;Lycée professionnel Jean Mace;;58
3734;0941288P;Public;I.U.T. de Créteil-Vitry - Site de Créteil- UPEC;;1160
3735;0941294W;Public;Lycée Adolphe Cherioux;;569
3736;0941301D;Public;Lycée Frederic Mistral;;155
3737;0941347D;Public;Lycée Pablo Picasso;;336
3738;0941355M;Public;Lycée professionnel Paul Bert;;462
3739;0941407U;Privé sous contrat d'association;Lycée professionnel CE3P;;1207
3740;0941413A;Public;Lycée Leon Blum;;1160
3741;0941470M;Public;Lycée Champlain;;1018
3742;0941474S;Public;Lycée Darius Milhaud;;988
3743;0941772R;Public;IFSI du CHI de Villeneuve-St-Georges;;1171
3744;0941773S;Public;IFSI Emile Roux (AP-HP);;1123
3745;0941775U;Public;IFSI Bicetre (AP-HP);;988
3746;0941776V;Public;IFSI Henri Mondor (AP-HP);;1160
3747;0941777W;Public;IFSI Charles Foix (AP-HP);;1207
3748;0941890U;Privé enseignement supérieur;ESIEA Paris;;1207
3749;0941918Z;Public;Lycée Christophe Colomb;;953
3750;0941934S;Privé enseignement supérieur;EFREI Paris;;703
3751;0941952L;Public;Lycée Francois Arago;;1171
3752;0941953M;Privé enseignement supérieur;ESME Sudria;;189
3753;0941954N;Privé enseignement supérieur;ESITC Paris;;55
3754;0941972H;Public;Lycée Fernand Leger;;1207
3755;0941975L;Public;Lycée Pierre Brossolette;;988
3756;0942070P;Public;IFSI Jean Baptiste Pussin;;668
3757;0942072S;Public;IUT de Créteil Vitry (Site de Vitry) - UPEC;;569
3758;0942085F;Public;Institut de formation en ergothérapie Université Paris 12;;1160
3759;0942095S;Privé enseignement supérieur;EPITA Paris;;988
3760;0942113L;Public;IFSI CH Paul Guiraud;;703
3761;0942117R;Public;IFSI Séraphine de Senlis - CH Les Murets;;516
3762;0942129D;Privé enseignement supérieur;EPITECH - Campus de Paris - Kremlin-Bicêtre;;988
3763;0942130E;Public;Lycée Montaleau;;953
3764;0942144V;Privé enseignement supérieur;IPSA Paris;;1207
3765;0942193Y;Privé enseignement supérieur;SupBiotech Paris;;703
3766;0942269F;Public;Pauline Roland;;975
3767;0942340H;Privé enseignement supérieur;ESTP Campus de Cachan;;1244
3768;0942354Y;Privé sous contrat d'association;LGT SAINTE MARIE;;727
3769;0942488U;Privé enseignement supérieur;aivancity School of AI & Data for Business & Society;;703
3770;0942500G;Privé enseignement supérieur;EPF Paris-Cachan;;1244
3771;0942509S;Privé enseignement supérieur;ECAM-EPMI site de Cachan;;1244
3772;0942524H;Privé enseignement supérieur;EXCELIA Campus Cachan;;1244
3773;0950640E;Public;Lycée Julie-Victoire Daubié;;1272
3774;0950641F;Public;Lycée Jean Jaures;;1272
3775;0950645K;Public;Lycée Van Gogh;;133
3776;0950646L;Public;Lycée René Cassin;;1210
3777;0950648N;Public;Lycée Jean-Jacques Rousseau;;1083
3778;0950649P;Public;Lycée Camille Pissarro;;648
3779;0950650R;Public;Lycée Jean-Jacques Rousseau;;460
3780;0950651S;Public;Lycée Jacques Prevert;;221
3781;0950656X;Public;Lycée professionnel Le Corbusier;;1036
3782;0950666H;Public;Lycée Georges Braque;;1272
3783;0950667J;Public;Lycée Romain Rolland;;9
3784;0950709E;Public;Lycée professionnel VIRGINIA HENDERSON;;950
3785;0950759J;Privé sous contrat d'association;Lycée Notre-Dame De Bury;;1280
3786;0950800D;Privé sous contrat d'association;LYCEE PROFESSIONNEL PRIVE COGNACQ-JAY;;1272
3787;0950947N;Public;Lycée Polyvalent Maryse Condé;;460
3788;0951104J;Public;Lycée Jean Perrin;;1260
3789;0951147F;Public;Lycée Fragonard;;534
3790;0951214D;Privé enseignement supérieur;Ecole Supérieure des Sciences Economiques et Commerciales de Cergy;;826
3791;0951266K;Privé enseignement supérieur;ESSEC Business School;;826
3792;0951281B;Public;Lycée professionnel Turgot;;1083
3793;0951310H;Public;Ecole nationale supérieure d'arts de Paris-Cergy;;826
3794;0951399E;Public;Lycée Alfred Kastler;;826
3795;0951567M;Public;IFSI Camille Claudel CH Argenteuil;;1272
3796;0951568N;Public;IFSI CH de Gonesse;;1210
3797;0951569P;Public;IFSI de l'Hôpital NOVO - site de Pontoise;;648
3798;0951570R;Public;IFSI Françoise Dolto;;614
3799;0951575W;Privé sous contrat d'association;IFSI Léonie Chaptal;;460
3800;0951618T;Public;Lycée professionnel Auguste Escoffier;;220
3801;0951637N;Public;Lycée Galilée;;826
3802;0951673C;Public;Lycée professionnel Gustave Eiffel;;133
3803;0951710T;Public;Lycée Camille Claudel;;252
3804;0951722F;Public;Lycée Jean Monnet;;664
3805;0951727L;Public;Lycée Charles BAUDELAIRE;;322
3806;0951728M;Public;Lycée Edmond Rostand;;1260
3807;0951750L;Public;I.U.T de Cergy-Pontoise - Site de Neuville;;826
3808;0951756T;Public;Lycée Jules Verne;;826
3809;0951763A;Public;Lycée Louis Jouvet;;221
3810;0951787B;Public;Lycée Arthur Rimbaud;;1117
3811;0951788C;Public;Lycée George Sand;;154
3812;0951809A;Privé enseignement supérieur;CY ILEPS;;826
3813;0951811C;Public;Lycée F. Et N. Leger;;1272
3814;0951819L;Privé enseignement supérieur;ECAM EPMI;;826
3815;0951820M;Privé enseignement supérieur;EBI;;826
3816;0951824S;Public;Lycée De L'Hautil;;67
3817;0951922Y;Public;Lycée Camille Saint-Saens;;1195
3818;0951937P;Public;Lycée Paul-Emile Victor;;406
3819;0951946Z;Public;I.U.T de Cergy-Pontoise - Site d'Argenteuil;;1272
3820;0951965V;Public;Ecole Nationale Supérieure de l'Electronique et de ses Applications;;826
3821;0951974E;Public;Lycée Louis Armand;;614
3822;0951979K;Public;I.U.T de Cergy-Pontoise - Site de Pontoise;;648
3823;0951982N;Privé sous contrat d'association;EPSS - Ecole Pratique de Service Social;;826
3824;0951985S;Public;I.U.T de Cergy-Pontoise - Site de Sarcelles;;460
